cidr,countrycode
45.93.220.0/22,AL
45.93.224.0/22,LT
45.93.228.0/22,PL
45.93.232.0/22,SE
45.93.236.0/22,DE
45.93.244.0/22,TR
45.93.248.0/22,DE
45.94.0.0/22,IT
45.94.4.0/22,TR
45.94.8.0/22,GI
45.94.14.0/23,SA
45.94.16.0/22,FR
45.94.20.0/22,RU
45.94.24.0/22,RO
45.94.28.0/23,HK
45.94.31.0/24,JO
45.94.32.0/22,GB
45.94.36.0/22,NL
45.94.40.0/22,HK
45.94.44.0/22,NL
45.94.48.0/22,DE
45.94.52.0/22,JP
45.94.56.0/24,BG
45.94.57.0/24,TR
45.94.58.0/23,DE
45.94.60.0/22,US
45.94.64.0/22,LT
45.94.72.0/22,IE
45.94.84.0/22,DE
45.94.88.0/22,CH
45.94.92.0/22,UA
45.94.96.0/22,BR
45.94.100.0/22,ES
45.94.104.0/22,RU
45.94.108.0/22,DE
45.94.112.0/22,US
45.94.116.0/22,RU
45.94.124.0/22,FR
45.94.132.0/22,US
45.94.136.0/22,RO
45.94.140.0/22,RU
45.94.148.0/22,TR
45.94.152.0/22,RO
45.94.156.0/22,UA
45.94.160.0/22,LT
45.94.164.0/22,AT
45.94.168.0/22,US
45.94.172.0/22,NL
45.94.176.0/22,US
45.94.180.0/22,NL
45.94.189.0/24,NL
45.94.192.0/22,HU
45.94.196.0/22,NL
45.94.208.0/24,US
45.94.209.0/24,DE
45.94.211.0/24,US
45.94.212.0/23,IR
45.94.218.0/23,TJ
45.94.220.0/22,US
45.94.228.0/22,RU
45.94.232.0/22,IN
45.94.236.0/22,LT
45.94.240.0/22,GB
45.94.244.0/22,IN
45.94.248.0/24,DE
45.94.250.0/23,DE
45.94.252.0/22,IR
45.95.0.0/22,US
45.95.4.0/22,DE
45.95.8.0/24,FI
45.95.10.0/24,IT
45.95.11.0/24,SK
45.95.12.0/24,US
45.95.13.0/24,TR
45.95.14.0/24,RO
45.95.15.0/24,US
45.95.20.0/24,US
45.95.21.0/24,GB
45.95.23.0/24,US
45.95.24.0/22,IN
45.95.28.0/22,RU
45.95.36.0/24,SG
45.95.37.0/24,US
45.95.38.0/24,SC
45.95.39.0/24,GB
45.95.40.0/22,NL
45.95.44.0/22,HU
45.95.48.0/22,IN
45.95.52.0/22,DE
45.95.56.0/22,RU
45.95.64.0/24,LT
45.95.65.0/24,NL
45.95.67.0/24,UA
45.95.68.0/22,NL
45.95.72.0/22,US
45.95.76.0/22,ES
45.95.80.0/22,MT
45.95.92.0/23,GB
45.95.94.0/24,US
45.95.95.0/24,GB
45.95.96.0/22,NL
45.95.104.0/22,DE
45.95.111.0/24,DE
45.95.112.0/24,HU
45.95.113.0/24,FR
45.95.115.0/24,DK
45.95.116.0/22,GB
45.95.120.0/22,DE
45.95.124.0/22,AT
45.95.128.0/24,RO
45.95.129.0/24,LV
45.95.130.0/23,RO
45.95.132.0/22,IN
45.95.136.0/22,RU
45.95.144.0/22,NL
45.95.148.0/22,RU
45.95.152.0/22,DE
45.95.156.0/22,GB
45.95.160.0/22,RO
45.95.164.0/22,UA
45.95.168.0/22,HR
45.95.172.0/22,MY
45.95.176.0/22,NL
45.95.180.0/22,CY
45.95.184.0/24,GB
45.95.185.0/24,US
45.95.188.0/22,UA
45.95.192.0/23,IT
45.95.194.0/23,US
45.95.196.0/22,ES
45.95.200.0/23,CZ
45.95.202.0/23,GB
45.95.204.0/24,DE
45.95.205.0/24,IN
45.95.206.0/24,GB
45.95.208.0/24,DK
45.95.209.0/24,US
45.95.212.0/24,TR
45.95.213.0/24,US
45.95.214.0/24,TR
45.95.215.0/24,GB
45.95.216.0/22,NL
45.95.220.0/22,RO
45.95.226.0/23,JP
45.95.228.0/22,RO
45.95.232.0/23,RU
45.95.235.0/24,UA
45.95.236.0/22,NL
45.95.240.0/23,US
45.95.242.0/24,VG
45.95.243.0/24,GB
45.95.248.0/22,US
45.95.252.0/22,NL
45.112.0.0/22,IN
45.112.6.0/23,US
45.112.8.0/21,IN
45.112.24.0/24,HK
45.112.28.0/22,IN
45.112.36.0/22,SG
45.112.40.0/22,IN
45.112.44.0/22,MM
45.112.48.0/22,IN
45.112.56.0/22,IN
45.112.60.0/22,NZ
45.112.64.0/23,TH
45.112.68.0/22,IN
45.112.72.0/22,BD
45.112.76.0/22,SG
45.112.82.0/23,IN
45.112.84.0/23,DE
45.112.88.0/21,KR
45.112.104.0/21,KR
45.112.116.0/22,KR
45.112.120.0/22,US
45.112.124.0/22,ID
45.112.128.0/22,JP
45.112.136.0/22,IN
45.112.140.0/22,TH
45.112.144.0/22,IN
45.112.152.0/21,KR
45.112.172.0/22,IN
45.112.176.0/22,MM
45.112.184.0/22,IN
45.112.196.0/22,MY
45.112.200.0/22,IN
45.112.204.0/22,HK
45.112.224.0/22,FJ
45.112.240.0/22,IN
45.112.244.0/22,AU
45.112.248.0/21,IN
45.113.0.0/22,US
45.113.4.0/22,JP
45.113.8.0/22,NZ
45.113.20.0/22,CN
45.113.32.0/24,HK
45.113.34.0/24,HK
45.113.36.0/22,AU
45.113.40.0/22,CN
45.113.44.0/22,KR
45.113.60.0/23,TH
45.113.62.0/23,IN
45.113.68.0/22,CN
45.113.80.0/24,US
45.113.81.0/24,HK
45.113.82.0/23,US
45.113.84.0/22,TH
45.113.88.0/22,IN
45.113.92.0/22,AU
45.113.100.0/22,IN
45.113.108.0/22,PS
45.113.112.0/24,HK
45.113.115.0/24,HK
45.113.116.0/22,IN
45.113.120.0/22,US
45.113.124.0/22,PK
45.113.128.0/22,US
45.113.132.0/22,BD
45.113.136.0/22,IN
45.113.152.0/22,IN
45.113.156.0/22,TW
45.113.160.0/22,KR
45.113.164.0/22,HK
45.113.172.0/22,JP
45.113.189.0/24,IN
45.113.192.0/22,CN
45.113.196.0/22,AU
45.113.200.0/22,CN
45.113.224.0/22,IN
45.113.228.0/22,ID
45.113.239.0/24,IQ
45.113.240.0/23,CN
45.113.244.0/22,AU
45.113.252.0/22,CN
45.114.4.0/22,SG
45.114.8.0/21,IN
45.114.16.0/22,JP
45.114.28.0/22,MY
45.114.36.0/22,IN
45.114.40.0/22,CN
45.114.44.0/22,HK
45.114.48.0/22,IN
45.114.68.0/22,IN
45.114.76.0/22,IN
45.114.84.0/22,BD
45.114.92.0/24,KR
45.114.93.0/24,MY
45.114.100.0/24,HK
45.114.101.0/24,MY
45.114.102.0/23,HK
45.114.105.0/24,KR
45.114.108.0/22,HK
45.114.112.0/22,JP
45.114.116.0/24,AU
45.114.117.0/24,SG
45.114.118.0/24,ID
45.114.120.0/22,SE
45.114.124.0/22,CN
45.114.128.0/22,KR
45.114.132.0/22,PH
45.114.140.0/22,IN
45.114.164.0/22,HK
45.114.172.0/22,HK
45.114.176.0/21,IN
45.114.184.0/22,JP
45.114.188.0/24,US
45.114.190.0/24,US
45.114.192.0/22,IN
45.114.204.0/22,AU
45.114.208.0/22,JP
45.114.220.0/22,US
45.114.224.0/22,CA
45.114.232.0/23,NC
45.114.234.0/24,US
45.114.236.0/22,HK
45.114.240.0/21,IN
45.115.0.0/21,IN
45.115.13.0/24,BD
45.115.20.0/22,AU
45.115.25.0/24,US
45.115.26.0/24,GB
45.115.28.0/23,IN
45.115.30.0/23,US
45.115.32.0/24,GB
45.115.33.0/24,TW
45.115.34.0/24,GB
45.115.35.0/24,TW
45.115.44.0/22,CN
45.115.48.0/24,AU
45.115.50.0/23,TH
45.115.52.0/22,IN
45.115.61.0/24,US
45.115.62.0/24,GB
45.115.63.0/24,IL
45.115.68.0/22,AU
45.115.72.0/22,TL
45.115.76.0/22,IN
45.115.80.0/22,KH
45.115.84.0/22,PK
45.115.88.0/22,IN
45.115.96.0/22,IN
45.115.104.0/22,IN
45.115.108.0/22,NL
45.115.112.0/22,BD
45.115.116.0/24,AU
45.115.119.0/24,IN
45.115.128.0/22,US
45.115.136.0/22,ID
45.115.144.0/22,CN
45.115.152.0/22,KR
45.115.164.0/22,CN
45.115.168.0/24,IN
45.115.170.0/23,IN
45.115.180.0/22,KH
45.115.184.0/21,IN
45.115.192.0/22,JP
45.115.196.0/22,HK
45.115.200.0/22,CN
45.115.204.0/22,US
45.115.208.0/22,KH
45.115.216.0/22,NP
45.115.220.0/22,MY
45.115.228.0/22,US
45.115.232.0/22,AU
45.115.236.0/22,HK
45.115.252.0/22,IN
45.116.4.0/22,IN
45.116.8.0/22,GB
45.116.13.0/24,JP
45.116.20.0/22,NP
45.116.40.0/22,HK
45.116.44.0/22,IN
45.116.52.0/22,CN
45.116.68.0/24,IN
45.116.72.0/22,JP
45.116.76.0/22,HK
45.116.80.0/22,US
45.116.92.0/22,JP
45.116.96.0/22,HK
45.116.100.0/22,CN
45.116.106.0/23,IN
45.116.112.0/21,IN
45.116.128.0/23,AF
45.116.130.0/24,HK
45.116.132.0/24,SG
45.116.134.0/24,JP
45.116.135.0/24,SG
45.116.144.0/22,HK
45.116.148.0/22,IN
45.116.152.0/22,CN
45.116.156.0/22,ID
45.116.160.0/21,MY
45.116.168.0/22,IN
45.116.172.0/24,MY
45.116.174.0/23,MY
45.116.188.0/22,IN
45.116.204.0/22,IN
45.116.212.0/22,KR
45.116.216.0/22,TH
45.116.220.0/22,AU
45.116.224.0/22,JP
45.116.228.0/22,IN
45.116.232.0/22,PK
45.116.236.0/23,MY
45.116.240.0/22,MY
45.117.0.0/22,IN
45.117.4.0/22,PS
45.117.8.0/22,CN
45.117.12.0/22,KR
45.117.24.0/23,AU
45.117.28.0/22,IN
45.117.32.0/22,MN
45.117.36.0/22,NZ
45.117.40.0/22,PS
45.117.45.0/24,IN
45.117.48.0/22,IN
45.117.52.0/24,US
45.117.54.0/24,US
45.117.60.0/22,BD
45.117.64.0/22,IN
45.117.72.0/22,IN
45.117.76.0/22,VN
45.117.96.0/22,HK
45.117.100.0/24,AU
45.117.101.0/24,JP
45.117.104.0/22,PK
45.117.108.0/22,IN
45.117.123.0/24,SG
45.117.128.0/22,IN
45.117.136.0/22,SG
45.117.140.0/22,JP
45.117.144.0/22,MY
45.117.148.0/22,IN
45.117.152.0/22,NP
45.117.156.0/22,VN
45.117.180.0/22,IN
45.117.188.0/22,SG
45.117.196.0/22,MP
45.117.200.0/21,IN
45.117.208.0/22,TH
45.117.212.0/23,IN
45.117.215.0/24,IN
45.117.220.0/22,IN
45.117.228.0/22,MY
45.117.232.0/22,IT
45.117.236.0/22,MY
45.117.240.0/21,FJ
45.117.248.0/22,IN
45.118.8.0/24,IN
45.118.10.0/23,IN
45.118.16.0/20,IN
45.118.36.0/22,PH
45.118.40.0/22,JP
45.118.60.0/22,BD
45.118.64.0/22,AU
45.118.68.0/23,BD
45.118.72.0/22,IN
45.118.76.0/22,KH
45.118.104.0/23,IN
45.118.112.0/22,ID
45.118.124.0/22,US
45.118.132.0/22,SG
45.118.136.0/21,VN
45.118.156.0/22,IN
45.118.180.0/22,IN
45.118.184.0/22,SE
45.118.188.0/22,NZ
45.118.204.0/22,IN
45.118.216.0/22,IN
45.118.244.0/22,BD
45.118.248.0/24,CA
45.118.249.0/24,NL
45.119.4.0/24,HK
45.119.5.0/24,US
45.119.8.0/21,IN
45.119.28.0/22,IN
45.119.44.0/22,IN
45.119.52.0/22,HK
45.119.56.0/22,IN
45.119.60.0/22,CN
45.119.68.0/22,CN
45.119.80.0/21,VN
45.119.88.0/22,IN
45.119.96.0/22,HK
45.119.104.0/22,CN
45.119.116.0/22,CN
45.119.124.0/22,DE
45.119.128.0/22,IN
45.119.132.0/22,KH
45.119.136.0/23,IN
45.119.140.0/22,IN
45.119.144.0/22,SG
45.119.148.0/22,IN
45.119.152.0/22,SG
45.119.164.0/22,JP
45.119.200.0/22,SG
45.119.204.0/22,JP
45.119.208.0/22,US
45.119.212.0/22,VN
45.119.222.0/23,AU
45.119.236.0/22,IN
45.119.240.0/22,VN
45.119.252.0/22,MY
45.120.0.0/22,HK
45.120.4.0/22,US
45.120.16.0/22,IN
45.120.28.0/22,MY
45.120.36.0/24,AU
45.120.38.0/23,BD
45.120.44.0/22,HK
45.120.48.0/22,AU
45.120.52.0/22,MY
45.120.56.0/22,IN
45.120.65.0/24,KR
45.120.68.0/22,KR
45.120.76.0/23,MY
45.120.79.0/24,JP
45.120.83.54/32,SG
45.120.84.0/22,MM
45.120.96.0/22,BD
45.120.100.0/22,CN
45.120.106.0/23,US
45.120.108.0/22,PH
45.120.112.0/22,BD
45.120.116.0/22,NZ
45.120.120.0/21,IN
45.120.128.0/22,MY
45.120.132.0/22,JP
45.120.136.0/22,IN
45.120.148.0/22,US
45.120.152.0/24,HK
45.120.154.0/23,HK
45.120.160.0/23,IN
45.120.164.0/22,CN
45.120.168.0/22,HK
45.120.172.0/23,IN
45.120.176.0/22,JP
45.120.180.0/22,HK
45.120.184.0/22,KR
45.120.188.0/22,IN
45.120.200.0/21,US
45.120.216.0/23,HK
45.120.220.0/22,ES
45.120.224.0/24,VN
45.120.227.0/24,VN
45.120.241.0/24,CN
45.120.243.0/24,CN
45.120.250.0/24,IN
45.121.0.0/22,IN
45.121.24.0/22,VN
45.121.28.0/22,IN
45.121.32.0/22,NP
45.121.36.0/22,MY
45.121.40.0/22,ID
45.121.44.0/24,IN
45.121.48.0/22,US
45.121.52.0/24,CN
45.121.55.0/24,CN
45.121.56.0/22,HK
45.121.60.0/22,TH
45.121.80.0/22,HK
45.121.84.0/22,SG
45.121.88.0/22,LK
45.121.104.0/24,HK
45.121.105.0/24,PS
45.121.106.0/23,HK
45.121.108.0/22,IN
45.121.132.0/22,AU
45.121.136.0/22,US
45.121.144.0/22,MY
45.121.148.0/22,JP
45.121.164.0/22,KR
45.121.180.0/22,US
45.121.188.0/24,SG
45.121.192.0/21,HK
45.121.202.0/24,GB
45.121.203.0/24,HK
45.121.208.0/22,AU
45.121.212.0/22,HK
45.121.216.0/22,ID
45.121.236.0/22,KH
45.122.44.0/22,IN
45.122.48.0/22,TH
45.122.52.0/22,ID
45.122.120.0/22,IN
45.122.132.0/22,HK
45.122.156.0/22,NL
45.122.220.0/22,VN
45.122.224.0/22,JP
45.122.228.0/22,AU
45.122.232.0/21,VN
45.122.253.165/32,VN
45.122.253.168/32,VN
45.122.254.0/23,VN
45.123.0.0/22,IN
45.123.8.0/24,IN
45.123.10.0/24,IN
45.123.12.0/22,IN
45.123.20.0/22,HK
45.123.24.0/22,IN
45.123.40.0/22,US
45.123.88.0/22,HK
45.123.92.0/22,IN
45.123.96.0/23,VN
45.123.99.0/24,VN
45.123.100.0/22,MY
45.123.104.0/22,AU
45.123.108.0/22,IN
45.123.116.0/22,TW
45.123.124.0/22,MY
45.123.160.0/22,IN
45.123.188.0/22,HK
45.123.193.0/24,CN
45.123.196.0/22,HK
45.123.200.0/22,MO
45.123.216.0/22,IN
45.123.220.0/22,NP
45.124.4.0/22,IN
45.124.8.0/22,HK
45.124.12.0/22,BD
45.124.16.0/22,US
45.124.24.0/22,HK
45.124.41.0/24,AU
45.124.48.0/22,IN
45.124.52.0/22,AU
45.124.60.0/22,TW
45.124.64.0/22,HK
45.124.68.0/22,CN
45.124.72.0/22,MY
45.124.76.0/22,CN
45.124.84.0/22,VN
45.124.98.0/23,MY
45.124.108.0/23,IN
45.124.110.0/23,AU
45.124.112.0/22,HK
45.124.124.0/22,CN
45.124.132.0/22,NL
45.124.136.0/22,JP
45.124.140.0/22,IN
45.124.164.0/22,AU
45.124.168.0/22,BD
45.124.184.0/22,IN
45.124.204.0/24,TW
45.124.206.0/24,TW
45.124.212.0/22,AU
45.124.216.0/21,JP
45.124.252.0/24,SG
45.124.253.0/24,US
45.125.0.0/22,HK
45.125.8.0/21,HK
45.125.20.0/22,SG
45.125.32.0/22,HK
45.125.44.0/22,CN
45.125.48.0/22,HK
45.125.56.0/22,CN
45.125.60.0/24,IN
45.125.62.0/23,IN
45.125.64.0/22,HK
45.125.68.0/22,IN
45.125.72.0/22,ID
45.125.108.0/22,US
45.125.112.0/22,HK
45.125.116.0/22,IN
45.125.120.0/22,AU
45.125.127.0/24,AU
45.125.128.0/22,TH
45.125.152.0/21,IN
45.125.164.0/24,HK
45.125.166.0/23,HK
45.125.168.0/22,NZ
45.125.188.0/22,GB
45.125.192.0/21,SG
45.125.200.0/21,VN
45.125.216.0/22,HK
45.125.229.0/24,TH
45.125.232.0/22,KR
45.125.236.0/22,VN
45.125.240.0/22,JP
45.125.244.0/24,IN
45.125.245.0/24,AU
45.125.246.0/24,IN
45.125.247.0/24,AU
45.125.252.0/22,IN
45.126.0.0/22,HK
45.126.8.0/22,IN
45.126.14.0/23,SG
45.126.20.0/22,IN
45.126.24.0/22,AU
45.126.44.0/22,AU
45.126.56.0/22,ID
45.126.60.0/22,SG
45.126.74.0/23,BD
45.126.76.0/22,US
45.126.80.0/22,ID
45.126.85.0/24,TW
45.126.87.0/24,TW
45.126.88.0/22,MY
45.126.92.0/22,VN
45.126.100.0/22,US
45.126.112.0/22,CN
45.126.120.0/22,CN
45.126.124.0/22,HK
45.126.132.0/22,ID
45.126.136.0/21,PH
45.126.148.0/22,PH
45.126.152.0/22,ID
45.126.156.0/22,JP
45.126.160.0/22,IN
45.126.164.0/22,FR
45.126.168.0/22,IN
45.126.180.0/22,HK
45.126.184.0/22,ID
45.126.188.0/22,IN
45.126.192.0/22,AU
45.126.208.0/22,US
45.126.212.0/24,HK
45.126.216.0/24,HK
45.126.224.0/22,PH
45.126.228.0/22,US
45.126.244.0/22,US
45.126.252.0/24,IN
45.126.253.0/24,AF
45.126.254.0/23,IN
45.127.4.0/22,MY
45.127.28.0/22,JP
45.127.32.0/22,SG
45.127.44.0/22,IN
45.127.48.0/22,BD
45.127.56.0/22,IN
45.127.60.0/22,TH
45.127.64.0/24,IN
45.127.77.0/24,IN
45.127.88.0/22,IN
45.127.92.0/22,AU
45.127.100.0/22,IN
45.127.112.0/21,US
45.127.120.0/22,IN
45.127.128.0/22,CN
45.127.132.0/22,ID
45.127.136.0/22,IN
45.127.140.0/22,PH
45.127.144.0/21,CN
45.127.152.0/22,KH
45.127.160.0/22,US
45.127.164.0/22,PH
45.127.168.0/22,SG
45.127.176.0/22,PS
45.127.180.0/22,AU
45.127.185.0/24,HK
45.127.188.0/22,IN
45.127.204.0/22,ID
45.127.208.0/24,IN
45.127.210.0/23,IN
45.127.216.0/22,HK
45.127.220.0/22,IN
45.127.244.0/22,BD
45.127.248.0/22,US
45.127.252.0/22,VN
45.128.0.0/22,NL
45.128.4.0/22,BG
45.128.8.0/22,ES
45.128.16.0/22,CH
45.128.24.0/24,NL
45.128.25.0/24,US
45.128.27.0/24,NL
45.128.28.0/22,AT
45.128.32.0/22,US
45.128.36.0/22,RO
45.128.40.0/22,FR
45.128.44.0/22,LT
45.128.48.0/20,US
45.128.64.0/22,NL
45.128.68.0/22,HU
45.128.72.0/22,US
45.128.76.0/23,NL
45.128.78.0/23,US
45.128.84.0/23,US
45.128.88.0/22,BG
45.128.92.0/22,DE
45.128.96.0/23,TR
45.128.100.0/22,DE
45.128.104.0/22,NL
45.128.108.0/22,PL
45.128.112.0/23,FR
45.128.116.0/22,RO
45.128.120.0/22,IQ
45.128.124.0/24,GB
45.128.125.0/24,RU
45.128.132.0/22,EE
45.128.136.0/22,US
45.128.140.0/22,IR
45.128.144.0/22,US
45.128.148.0/24,UA
45.128.149.0/24,US
45.128.150.0/23,UA
45.128.152.0/22,RO
45.128.156.0/24,US
45.128.158.0/23,DE
45.128.160.0/22,CY
45.128.168.0/24,RO
45.128.176.0/22,GB
45.128.180.0/22,DE
45.128.184.0/22,RU
45.128.188.0/22,UA
45.128.197.0/24,US
45.128.199.0/24,GB
45.128.204.0/24,RU
45.128.205.0/24,BY
45.128.206.0/23,RU
45.128.208.0/22,HK
45.128.212.0/22,GB
45.128.216.0/22,PL
45.128.220.0/23,HK
45.128.223.0/24,GB
45.128.224.0/22,FI
45.128.228.0/22,RU
45.128.234.0/24,US
45.128.235.0/24,CN
45.128.236.0/22,ES
45.128.240.0/23,IT
45.128.244.0/22,NL
45.128.248.0/23,IL
45.129.0.0/21,RU
45.129.8.0/22,HK
45.129.12.0/22,RO
45.129.16.0/22,US
45.129.20.0/23,ES
45.129.24.0/22,CZ
45.129.28.0/22,AT
45.129.32.0/24,VG
45.129.33.0/24,EE
45.129.34.0/23,US
45.129.36.0/22,IR
45.129.40.0/21,DE
45.129.48.0/22,FR
45.129.53.0/24,US
45.129.56.0/23,SE
45.129.60.0/22,NL
45.129.64.0/22,RO
45.129.69.0/24,GB
45.129.72.0/23,UA
45.129.76.0/23,RO
45.129.79.0/24,RU
45.129.80.0/22,DE
45.129.89.0/24,IE
45.129.91.0/24,IE
45.129.92.0/24,DE
45.129.93.0/24,ES
45.129.94.0/24,BE
45.129.95.0/24,GB
45.129.96.0/24,EE
45.129.97.0/24,UA
45.129.100.0/22,GB
45.129.105.0/24,CZ
45.129.108.0/22,FR
45.129.116.0/22,IR
45.129.120.0/22,TR
45.129.124.0/23,NL
45.129.126.0/23,US
45.129.128.0/24,UZ
45.129.129.0/24,GB
45.129.133.0/24,BZ
45.129.134.0/23,SE
45.129.137.0/24,SC
45.129.140.0/22,RU
45.129.144.0/22,NL
45.129.148.0/23,US
45.129.152.0/23,RU
45.129.155.0/24,RU
45.129.156.0/22,CZ
45.129.160.0/22,IT
45.129.164.0/22,ES
45.129.168.0/23,GB
45.129.170.0/24,UZ
45.129.171.0/24,RU
45.129.172.0/22,NL
45.129.180.0/22,DE
45.129.184.0/24,RU
45.129.186.0/24,RU
45.129.187.0/24,US
45.129.192.0/24,US
45.129.194.0/24,US
45.129.196.0/24,LV
45.129.197.0/24,NL
45.129.198.0/23,GB
45.129.200.0/21,RU
45.129.208.0/23,US
45.129.212.0/22,DK
45.129.216.0/23,FR
45.129.220.0/22,US
45.129.224.0/22,CH
45.129.228.0/24,GB
45.129.229.0/24,SG
45.129.230.0/23,GB
45.129.232.0/22,US
45.129.236.0/22,RU
45.129.240.0/22,DE
45.129.248.0/22,IT
45.129.252.0/22,PL
45.130.0.0/22,UA
45.130.8.0/22,RU
45.130.12.0/24,GB
45.130.13.0/24,TR
45.130.16.0/22,ES
45.130.21.0/24,US
45.130.24.0/22,FR
45.130.28.0/22,PL
45.130.32.0/24,IL
45.130.33.0/24,RO
45.130.40.0/22,RU
45.130.44.0/24,NL
45.130.45.0/24,GB
45.130.46.0/23,DE
45.130.48.0/22,FR
45.130.53.0/24,US
45.130.56.0/22,GB
45.130.60.0/22,NL
45.130.64.0/24,US
45.130.66.0/23,RO
45.130.68.0/22,RU
45.130.72.0/23,CR
45.130.74.0/23,AT
45.130.76.0/22,JP
45.130.81.0/24,GB
45.130.84.0/22,SE
45.130.88.0/22,IT
45.130.92.0/22,DE
45.130.96.0/22,PS
45.130.100.0/22,NL
45.130.104.0/24,DE
45.130.105.0/24,US
45.130.106.0/24,GB
45.130.107.0/24,DE
45.130.108.0/22,IT
45.130.112.0/22,LT
45.130.116.0/23,IT
45.130.118.0/24,SE
45.130.119.0/24,GB
45.130.120.0/22,IN
45.130.124.0/22,NL
45.130.132.0/22,ES
45.130.136.0/24,RO
45.130.137.0/24,VG
45.130.138.0/24,MX
45.130.139.0/24,LU
45.130.140.0/24,GB
45.130.141.0/24,TH
45.130.142.0/23,US
45.130.144.0/22,RU
45.130.148.0/23,UZ
45.130.150.0/24,RU
45.130.151.0/24,UA
45.130.152.0/23,US
45.130.156.0/24,TR
45.130.160.0/22,ES
45.130.168.0/22,MD
45.130.172.0/23,RU
45.130.176.0/22,RO
45.130.184.0/23,GB
45.130.187.0/24,LV
45.130.188.0/23,RU
45.130.192.0/23,DE
45.130.196.0/22,NL
45.130.200.0/24,JO
45.130.201.0/24,NL
45.130.202.0/23,AU
45.130.208.0/22,PL
45.130.212.0/23,LV
45.130.214.0/23,RO
45.130.220.0/22,FR
45.130.224.0/22,LT
45.130.228.0/22,CY
45.130.236.0/22,FR
45.130.240.0/22,HU
45.130.248.0/22,CZ
45.130.252.0/24,NL
45.130.253.0/24,US
45.130.254.0/23,NL
45.131.0.0/22,TR
45.131.4.0/22,US
45.131.12.0/22,US
45.131.16.0/22,DE
45.131.20.0/23,LB
45.131.24.0/22,AT
45.131.28.0/22,ES
45.131.32.0/22,PL
45.131.36.0/22,DE
45.131.40.0/22,RU
45.131.46.0/24,UA
45.131.47.0/24,RU
45.131.52.0/22,ES
45.131.56.0/22,RU
45.131.60.0/23,NL
45.131.62.0/23,BE
45.131.64.0/24,DE
45.131.65.0/24,IT
45.131.66.0/23,DE
45.131.68.0/22,US
45.131.72.0/22,HU
45.131.76.0/23,IT
45.131.78.0/24,DE
45.131.79.0/24,NL
45.131.80.0/22,ES
45.131.84.0/22,NL
45.131.88.0/24,GB
45.131.92.0/22,IN
45.131.96.0/22,RU
45.131.100.0/22,IN
45.131.104.0/23,RO
45.131.106.0/24,GB
45.131.107.0/24,RO
45.131.108.0/23,DE
45.131.110.0/24,US
45.131.111.0/24,DE
45.131.116.0/23,BA
45.131.119.0/24,BA
45.131.120.0/22,DE
45.131.124.0/22,AM
45.131.134.0/24,TR
45.131.135.0/24,DE
45.131.136.0/22,GB
45.131.144.0/22,NL
45.131.148.0/22,HU
45.131.152.0/24,US
45.131.153.0/24,DE
45.131.154.0/24,AU
45.131.155.0/24,JP
45.131.160.0/23,LV
45.131.162.0/23,RO
45.131.164.0/23,UA
45.131.168.0/22,CH
45.131.172.0/24,ES
45.131.174.0/23,ES
45.131.176.0/23,US
45.131.178.0/24,HK
45.131.179.0/24,US
45.131.184.0/23,CH
45.131.186.0/24,RO
45.131.187.0/24,CH
45.131.188.0/22,SE
45.131.192.0/24,US
45.131.193.0/24,BR
45.131.194.0/23,GB
45.131.196.0/22,TR
45.131.200.0/22,NL
45.131.204.0/22,PL
45.131.208.0/22,US
45.131.212.0/22,NL
45.131.218.0/23,GB
45.131.220.0/22,IT
45.131.224.0/22,IN
45.131.228.0/22,US
45.131.236.0/22,IT
45.131.240.0/22,NL
45.131.244.0/22,CH
45.131.248.0/22,US
45.131.252.0/24,CH
45.131.254.0/24,CH
45.132.0.0/24,FR
45.132.1.0/24,UA
45.132.2.0/24,ES
45.132.3.0/24,US
45.132.8.0/22,NL
45.132.12.0/23,AT
45.132.15.0/24,GB
45.132.16.0/21,RU
45.132.24.0/24,GB
45.132.26.0/24,US
45.132.27.0/24,GB
45.132.28.0/23,DE
45.132.32.0/24,IR
45.132.34.0/24,ES
45.132.35.0/24,AT
45.132.36.0/23,LV
45.132.38.0/23,RU
45.132.40.0/22,NL
45.132.48.0/23,ES
45.132.50.0/24,RU
45.132.51.0/24,GB
45.132.56.0/24,PL
45.132.57.0/24,UA
45.132.59.0/24,PL
45.132.60.0/22,AT
45.132.64.0/22,EE
45.132.68.0/22,DE
45.132.72.0/22,US
45.132.76.0/22,NL
45.132.80.0/22,DE
45.132.84.0/22,KZ
45.132.88.0/22,DE
45.132.92.0/23,UA
45.132.96.0/24,FR
45.132.97.0/24,US
45.132.99.0/24,TH
45.132.100.0/22,HU
45.132.104.0/22,NL
45.132.108.0/22,GB
45.132.112.0/23,US
45.132.114.0/24,IN
45.132.115.0/24,BR
45.132.116.0/22,DE
45.132.120.0/22,AU
45.132.124.0/22,DE
45.132.128.0/23,RU
45.132.130.0/23,RO
45.132.132.0/22,CY
45.132.136.0/21,US
45.132.147.0/24,PL
45.132.148.0/23,GB
45.132.150.0/24,ES
45.132.151.0/24,RU
45.132.152.0/22,NL
45.132.156.0/24,PA
45.132.157.0/24,CY
45.132.158.0/24,DE
45.132.160.0/22,KZ
45.132.168.0/21,IR
45.132.176.0/23,LV
45.132.178.0/23,RO
45.132.180.0/22,TR
45.132.184.0/24,MD
45.132.185.0/24,GB
45.132.192.0/24,HK
45.132.193.0/24,RO
